id_documento;tipo_documento;folio;id_cliente;id_vendedor;id_condicion;linea_negocio;fecha_emision;fecha_vencimiento;moneda;monto_neto;monto_iva;monto_total;estado_sii;centro_costo
DOC-2024-00602;FAC;100207;CL0126;V005;CP45;FOODSERVICE;2024-05-20;2024-07-29;CLP;1168193;221957;1390150;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00653;FAC;100254;CL0095;V007;CP30;FOODSERVICE;2024-05-20;2024-06-19;CLP;3010691;572031;3582722;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00794;FAC;100388;CL0130;V008;CP30;FOODSERVICE;2024-05-20;2024-06-19;CLP;8807861;1673494;10481355;ACEPTADO;CD_SANTIAGO
DOC-2024-01695;FAC;101215;CL0340;V011;CP30;RETAIL;2024-05-20;2024-06-19;CLP;9037608;1717146;10754754;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00482;FAC;100096;CL0077;V007;CP00;FOODSERVICE;2024-05-22;2024-05-22;CLP;7596994;1443429;9040423;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01185;FAC;100739;CL0176;V008;CP45;FOODSERVICE;2024-05-22;2024-07-06;CLP;5061575;961699;6023274;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01616;FAC;101142;CL0118;V007;CP60;FOODSERVICE;2024-05-22;2024-08-15;CLP;31901445;6061275;37962720;ACEPTADO;PLANTA_CORONEL
DOC-2024-01696;FAC;101216;CL0304;V009;CP45;RETAIL;2024-05-22;2024-07-06;CLP;18152147;3448908;21601055;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01982;FAC;101475;CL0320;V009;CP45;RETAIL;2024-05-22;2024-07-06;CLP;13521857;2569153;16091010;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00005;FEX;50005;CL0032;V002;CP90;EXPORTACION;2024-05-23;2024-08-21;USD;56988.72;0;56988.72;ACEPTADO;PLANTA_CALDERA
DOC-2024-00394;FAC;100010;CL0161;V005;CP30;FOODSERVICE;2024-05-23;2024-06-22;CLP;12007732;2281469;14289201;ACEPTADO;CD_SANTIAGO
DOC-2024-00572;FAC;100179;CL0074;V007;CP45;FOODSERVICE;2024-05-23;2024-07-07;CLP;23534247;4471507;28005754;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01725;FAC;101241;CL0321;V010;CP45;RETAIL;2024-05-23;2024-07-07;CLP;34128874;6484486;40613360;ACEPTADO;PLANTA_CORONEL
DOC-2024-00006;FEX;50006;CL0069;V001;CP60;EXPORTACION;2024-05-24;2024-07-23;USD;32976.0;0;32976.0;ACEPTADO;PLANTA_CORONEL
DOC-2024-00240;FEX;50240;CL0018;V003;CP120;EXPORTACION;2024-05-24;2024-09-21;USD;108973.95;0;108973.95;ACEPTADO;PLANTA_QUELLON
DOC-2024-00265;FEX;50265;CL0014;V003;CP120;EXPORTACION;2024-05-24;2024-09-21;USD;23594.81;0;23594.81;ACEPTADO;PLANTA_QUELLON
DOC-2024-00563;FAC;100170;CL0098;V005;CP60;FOODSERVICE;2024-05-24;2024-07-23;CLP;5092267;967531;6059798;ACEPTADO;PLANTA_CORONEL
DOC-2024-00589;FAC;100195;CL0191;V006;CP60;FOODSERVICE;2024-05-24;2024-07-23;CLP;7747105;1471950;9219055;ACEPTADO;CD_SANTIAGO
DOC-2024-00633;FAC;100237;CL0128;V005;CP30;FOODSERVICE;2024-05-24;2024-06-23;CLP;2647659;503055;3150714;ACEPTADO;CD_SANTIAGO
DOC-2024-00862;FAC;100452;CL0085;V008;CP45;FOODSERVICE;2024-05-24;2024-08-02;CLP;8095743;1538191;9633934;ACEPTADO;CD_SANTIAGO
DOC-2024-00877;FAC;100464;CL0116;V006;CP30;FOODSERVICE;2024-05-24;2024-06-23;CLP;6517924;1238406;7756330;ACEPTADO;PLANTA_CORONEL
DOC-2024-00983;FAC;100560;CL0173;V006;CP60;FOODSERVICE;2024-05-24;2024-07-23;CLP;4969784;944259;5914043;ACEPTADO;CD_SANTIAGO
DOC-2024-01001;FAC;100577;CL0176;V008;CP60;FOODSERVICE;2024-05-24;2024-07-23;CLP;22435783;4262799;26698582;ACEPTADO;PLANTA_CORONEL
DOC-2024-01057;FAC;100628;CL0074;V007;CP45;FOODSERVICE;2024-05-24;2024-07-08;CLP;29911671;5683217;35594888;RECLAMADO;PLANTA_CORONEL
DOC-2024-01070;FAC;100640;CL0074;V007;CP30;FOODSERVICE;2024-05-24;2024-06-23;CLP;9545264;1813600;11358864;ACEPTADO;PLANTA_CORONEL
DOC-2024-01080;FAC;100647;CL0116;V006;CP45;FOODSERVICE;2024-05-24;2024-06-08;CLP;6940219;1318642;8258861;ACEPTADO;PLANTA_CORONEL
DOC-2024-01301;FAC;100848;CL0113;V005;CP30;FOODSERVICE;2024-05-24;2024-06-23;CLP;2909676;552838;3462514;ACEPTADO;CD_SANTIAGO
DOC-2024-01433;FAC;100971;CL0207;V008;CP45;FOODSERVICE;2024-05-24;2024-07-08;CLP;8508362;1616589;10124951;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01456;FAC;100992;CL0074;V007;CP30;FOODSERVICE;2024-05-24;2024-06-23;CLP;17657606;3354945;21012551;ACEPTADO;PLANTA_CORONEL
DOC-2024-01516;FAC;101046;CL0199;V008;CP00;FOODSERVICE;2024-05-24;2024-05-24;CLP;4621019;877994;5499013;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01618;FAC;101144;CL0210;V005;CP30;FOODSERVICE;2024-05-24;2024-06-23;CLP;7767355;1475797;9243152;ACEPTADO;PLANTA_CORONEL
DOC-2024-01667;FAC;101192;CL0321;V010;CP60;RETAIL;2024-05-24;2024-07-23;CLP;12291505;2335386;14626891;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01980;FAC;101473;CL0292;V011;CP30;RETAIL;2024-05-24;2024-06-23;CLP;16405004;3116951;19521955;ACEPTADO;PLANTA_CORONEL
DOC-2024-01998;FAC;101488;CL0342;V011;CP30;RETAIL;2024-05-24;2024-06-23;CLP;4659647;885333;5544980;ACEPTADO;PLANTA_CORONEL
DOC-2024-01922;FAC;101423;CL0335;V011;CP30;RETAIL;2024-05-27;2024-06-26;CLP;7012269;1332331;8344600;ACEPTADO;PLANTA_CORONEL
DOC-2024-00030;FEX;50030;CL0012;V004;CP120;EXPORTACION;2024-05-28;2024-09-25;USD;38884.63;0;38884.63;ACEPTADO;PLANTA_CORONEL
DOC-2024-00194;FEX;50194;CL0014;V003;CP60;EXPORTACION;2024-05-28;2024-07-27;CLP;42752817;0;42752817;ACEPTADO;PLANTA_CALDERA
DOC-2024-00260;FEX;50260;CL0014;V003;CP60;EXPORTACION;2024-05-28;2024-07-27;USD;57154.58;0;57154.58;ACEPTADO;PLANTA_CALDERA
DOC-2024-00540;FAC;100148;CL0074;V007;CP60;FOODSERVICE;2024-05-28;2024-07-27;CLP;6015474;1142940;7158414;ACEPTADO;PLANTA_CORONEL
DOC-2024-00757;FAC;100354;CL0118;V007;CP30;FOODSERVICE;2024-05-28;2024-06-27;CLP;9390784;1784249;11175033;ACEPTADO;PLANTA_CORONEL
DOC-2024-01166;FAC;100720;CL0073;V005;CP00;FOODSERVICE;2024-05-28;2024-05-28;CLP;7602817;1444535;9047352;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01202;FAC;100756;CL0196;V006;CP30;FOODSERVICE;2024-05-28;2024-07-27;CLP;1307110;248351;1555461;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01690;FAC;101210;CL0266;V012;CP45;RETAIL;2024-05-28;2024-07-12;CLP;19925817;3785905;23711722;ACEPTADO;PLANTA_CORONEL
DOC-2024-01845;FAC;101351;CL0304;V009;CP45;RETAIL;2024-05-28;2024-07-12;CLP;10576213;2009480;12585693;ACEPTADO;CD_SANTIAGO
DOC-2024-00979;FAC;100556;CL0141;V006;CP45;FOODSERVICE;2024-05-29;2024-07-13;CLP;12765002;2425350;15190352;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01358;FAC;100900;CL0186;V007;CP30;FOODSERVICE;2024-05-29;2024-06-28;CLP;1984633;377080;2361713;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00609;FAC;100214;CL0118;V007;CP30;FOODSERVICE;2024-05-30;2024-06-29;CLP;9952784;1891029;11843813;ACEPTADO;PLANTA_CORONEL
DOC-2024-00773;FAC;100368;CL0104;V006;CP45;FOODSERVICE;2024-05-30;2024-07-14;CLP;2706424;514221;3220645;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00800;FAC;100394;CL0180;V006;CP45;FOODSERVICE;2024-05-30;2024-07-14;CLP;5913550;1123574;7037124;ACEPTADO;PLANTA_CORONEL
DOC-2024-01064;FAC;100635;CL0116;V006;CP30;FOODSERVICE;2024-05-30;2024-06-29;CLP;7225956;1372932;8598888;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01319;FAC;100865;CL0201;V005;CP45;FOODSERVICE;2024-05-30;2024-07-14;CLP;4480434;851282;5331716;ACEPTADO;PLANTA_CORONEL
DOC-2024-01323;FEE;8072;CL0193;V008;CP30;FOODSERVICE;2024-05-30;2024-06-29;CLP;4765898;0;4765898;ACEPTADO;CD_SANTIAGO
DOC-2024-01441;FAC;100977;CL0168;V005;CP30;FOODSERVICE;2024-05-30;2024-06-29;CLP;4902149;931408;5833557;ACEPTADO;CD_SANTIAGO
DOC-2024-02004;FAC;101494;CL0245;V011;CP45;RETAIL;2024-05-30;2024-07-14;CLP;13824450;2626646;16451096;ACEPTADO;CD_SANTIAGO
DOC-2024-00009;FEX;50009;CL0032;V002;CP60;EXPORTACION;2024-05-31;2024-07-30;USD;157526.8;0;157526.8;ACEPTADO;PLANTA_CORONEL
DOC-2024-00263;FEX;50263;CL0064;V002;CP60;EXPORTACION;2024-05-31;2024-07-30;USD;30294.2;0;30294.2;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00551;FAC;100159;CL0180;V006;CP45;FOODSERVICE;2024-05-31;2024-07-15;CLP;7738107;1470240;9208347;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00555;FAC;100162;CL0099;V008;CP30;FOODSERVICE;2024-05-31;2024-06-30;CLP;1572126;298704;1870830;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00568;FAC;100175;CL0184;V005;CP60;FOODSERVICE;2024-05-31;2024-07-30;CLP;6557126;1245854;7802980;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00710;FAC;100308;CL0073;V005;CP45;FOODSERVICE;2024-05-31;2024-07-15;CLP;10292165;1955511;12247676;ACEPTADO;CD_SANTIAGO
DOC-2024-00933;FAC;100514;CL0156;V008;CP30;FOODSERVICE;2024-05-31;2024-06-30;CLP;8053587;1530182;9583769;ACEPTADO;CD_SANTIAGO
DOC-2024-01042;FAC;100613;CL0193;V008;CP30;FOODSERVICE;2024-05-31;2024-06-30;CLP;11286963;2144523;13431486;ACEPTADO;CD_SANTIAGO
DOC-2024-01045;FAC;100616;CL0183;V005;CP45;FOODSERVICE;2024-05-31;2024-07-15;CLP;9685788;1840300;11526088;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01089;FEE;8053;CL0081;V005;CP30;FOODSERVICE;2024-05-31;2024-06-30;CLP;4678274;0;4678274;ACEPTADO;PLANTA_CORONEL
DOC-2024-01394;FAC;100933;CL0103;V005;CP45;FOODSERVICE;2024-05-31;2024-07-15;CLP;2992494;568574;3561068;ACEPTADO;PLANTA_CORONEL
DOC-2024-01683;FAC;101205;CL0344;V010;CP30;RETAIL;2024-05-31;2024-06-30;CLP;2865791;544500;3410291;ACEPTADO;PLANTA_CORONEL
DOC-2024-01727;FAC;101243;CL0321;V010;CP30;RETAIL;2024-05-31;2024-06-30;CLP;10767483;2045822;12813305;ACEPTADO;CD_SANTIAGO
DOC-2024-01921;FAC;101422;CL0341;V010;CP60;RETAIL;2024-05-31;2024-08-29;CLP;23411882;4448258;27860140;ACEPTADO;CD_SANTIAGO
DOC-2024-00274;FEX;50274;CL0032;V002;CP90;EXPORTACION;2024-06-03;2024-09-01;USD;45210.4;0;45210.4;ACEPTADO;PLANTA_CALDERA
DOC-2024-01121;FAC;100682;CL0142;V007;CP30;FOODSERVICE;2024-06-03;2024-07-03;CLP;7199634;1367930;8567564;ACEPTADO;CD_SANTIAGO
DOC-2024-01263;FAC;100812;CL0074;V007;CP60;FOODSERVICE;2024-06-03;2024-08-02;CLP;14910428;2832981;17743409;ACEPTADO;CD_SANTIAGO
DOC-2024-01457;FEE;8082;CL0217;V007;CP30;FOODSERVICE;2024-06-03;2024-07-03;CLP;10435819;0;10435819;ACEPTADO;CD_SANTIAGO
DOC-2024-00500;FAC;100111;CL0209;V006;CP45;FOODSERVICE;2024-06-04;2024-07-19;CLP;3372300;640737;4013037;ACEPTADO;PLANTA_CORONEL
DOC-2024-00706;FAC;100304;CL0074;V007;CP30;FOODSERVICE;2024-06-04;2024-07-04;CLP;5857104;1112850;6969954;ACEPTADO;PLANTA_CORONEL
DOC-2024-01885;FAC;101390;CL0245;V011;CP45;RETAIL;2024-06-04;2024-07-19;CLP;12455455;2366536;14821991;ACEPTADO;PLANTA_CORONEL
DOC-2024-01927;FEE;8117;CL0304;V009;CP45;RETAIL;2024-06-04;2024-07-19;CLP;17132895;0;17132895;ANULADO;PLANTA_CORONEL
DOC-2024-01374;FAC;100915;CL0109;V007;CP45;FOODSERVICE;2024-06-05;2024-07-20;CLP;572430;108762;681192;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01469;FAC;101004;CL0099;V008;CP30;FOODSERVICE;2024-06-05;2024-07-05;CLP;2350485;446592;2797077;ACEPTADO;PLANTA_CORONEL
DOC-2024-01957;FAC;101453;CL0296;V011;CP45;RETAIL;2024-06-05;2024-07-20;CLP;4868238;924965;5793203;ACEPTADO;CD_SANTIAGO
DOC-2024-00202;FEX;50202;CL0032;V002;CP90;EXPORTACION;2024-06-06;2024-09-04;USD;385085.06;0;385085.06;ACEPTADO;PLANTA_CORONEL
DOC-2024-00606;FAC;100211;CL0219;V007;CP45;FOODSERVICE;2024-06-06;2024-07-21;CLP;3519275;668662;4187937;ACEPTADO;CD_SANTIAGO
DOC-2024-00626;FAC;100231;CL0161;V005;CP30;FOODSERVICE;2024-06-06;2024-07-06;CLP;14679625;2789129;17468754;ACEPTADO;CD_SANTIAGO
DOC-2024-00690;FAC;100290;CL0116;V006;CP30;FOODSERVICE;2024-06-06;2024-07-06;CLP;9627856;1829293;11457149;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00813;FAC;100407;CL0112;V008;CP30;FOODSERVICE;2024-06-06;2024-07-06;CLP;3611178;686124;4297302;ACEPTADO;CD_SANTIAGO
DOC-2024-00880;FAC;100467;CL0156;V008;CP45;FOODSERVICE;2024-06-06;2024-07-21;CLP;9176362;1743509;10919871;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00963;FAC;100542;CL0207;V008;CP30;FOODSERVICE;2024-06-06;2024-07-06;CLP;10800474;2052090;12852564;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01569;FAC;101096;CL0121;V007;CP45;FOODSERVICE;2024-06-06;2024-07-21;CLP;1604040;304768;1908808;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01971;FAC;101465;CL0310;V009;CP30;RETAIL;2024-06-06;2024-08-20;CLP;5760038;1094407;6854445;ACEPTADO;CD_SANTIAGO
DOC-2024-00062;FEX;50062;CL0012;V004;CP90;EXPORTACION;2024-06-07;2024-09-05;USD;47016.74;0;47016.74;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00089;FEX;50089;CL0032;V002;CP120;EXPORTACION;2024-06-07;2024-10-05;USD;43755.43;0;43755.43;ACEPTADO;PLANTA_QUELLON
DOC-2024-00161;FEX;50161;CL0060;V003;CP60;EXPORTACION;2024-06-07;2024-08-06;USD;63737.49;0;63737.49;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00647;FAC;100248;CL0073;V005;CP45;FOODSERVICE;2024-06-07;2024-07-22;CLP;3853084;732086;4585170;ACEPTADO;PLANTA_CORONEL
DOC-2024-00769;FAC;100364;CL0088;V005;CP45;FOODSERVICE;2024-06-07;2024-07-22;CLP;2874715;546196;3420911;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00798;FAC;100392;CL0161;V005;CP45;FOODSERVICE;2024-06-07;2024-07-22;CLP;6109187;1160746;7269933;ACEPTADO;PLANTA_CORONEL
DOC-2024-01402;FAC;100941;CL0123;V006;CP60;FOODSERVICE;2024-06-07;2024-08-06;CLP;10903196;2071607;12974803;ACEPTADO;CD_SANTIAGO
DOC-2024-01517;FEE;8088;CL0192;V006;CP60;FOODSERVICE;2024-06-07;2024-08-06;CLP;2633061;0;2633061;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01606;FAC;101132;CL0140;V007;CP60;FOODSERVICE;2024-06-07;2024-08-06;CLP;2041008;387792;2428800;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01748;FAC;101263;CL0323;V011;CP60;RETAIL;2024-06-07;2024-08-06;CLP;7595119;1443073;9038192;RECLAMADO;CD_SANTIAGO
DOC-2024-01779;FAC;101291;CL0308;V011;CP30;RETAIL;2024-06-07;2024-07-07;CLP;3200419;608080;3808499;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00038;FEX;50038;CL0072;V004;CP90;EXPORTACION;2024-06-10;2024-09-08;USD;7256.86;0;7256.86;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00338;FEX;50338;CL0032;V002;CP90;EXPORTACION;2024-06-10;2024-09-08;CLP;13705853;0;13705853;ACEPTADO;PLANTA_QUELLON
DOC-2024-00726;FAC;100324;CL0177;V005;CP45;FOODSERVICE;2024-06-10;2024-07-25;CLP;2784247;529007;3313254;ACEPTADO;CD_SANTIAGO
DOC-2024-00809;FAC;100403;CL0214;V008;CP45;FOODSERVICE;2024-06-10;2024-07-25;CLP;4546815;863895;5410710;ACEPTADO;CD_SANTIAGO
DOC-2024-01340;FAC;100884;CL0184;V005;CP30;FOODSERVICE;2024-06-10;2024-07-10;CLP;8012603;1522395;9534998;ACEPTADO;PLANTA_CORONEL
DOC-2024-00164;FEX;50164;CL0032;V002;CP90;EXPORTACION;2024-06-11;2024-09-09;USD;364084.03;0;364084.03;ACEPTADO;PLANTA_QUELLON
DOC-2024-00920;FAC;100502;CL0193;V008;CP30;FOODSERVICE;2024-06-11;2024-07-11;CLP;11617694;2207362;13825056;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00931;FAC;100513;CL0125;V008;CP30;FOODSERVICE;2024-06-11;2024-07-11;CLP;5389564;1024017;6413581;ACEPTADO;PLANTA_CORONEL
DOC-2024-01607;FAC;101133;CL0114;V008;CP45;FOODSERVICE;2024-06-11;2024-07-26;CLP;4294822;816016;5110838;ACEPTADO;PLANTA_CORONEL
DOC-2024-01749;FAC;101264;CL0321;V010;CP30;RETAIL;2024-06-11;2024-07-11;CLP;17771543;3376593;21148136;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01992;FAC;101484;CL0321;V010;CP30;RETAIL;2024-06-11;2024-07-11;CLP;11269136;2141136;13410272;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00415;FAC;100031;CL0149;V008;CP00;FOODSERVICE;2024-06-12;2024-06-12;CLP;6472223;1229722;7701945;ACEPTADO;CD_SANTIAGO
DOC-2024-01364;FAC;100906;CL0118;V007;CP30;FOODSERVICE;2024-06-12;2024-07-12;CLP;10529819;2000666;12530485;ACEPTADO;PLANTA_CORONEL
DOC-2024-01534;FAC;101063;CL0173;V006;CP45;FOODSERVICE;2024-06-12;2024-07-27;CLP;5727609;1088246;6815855;ACEPTADO;PLANTA_CORONEL
DOC-2024-01673;FAC;101197;CL0313;V009;CP30;RETAIL;2024-06-12;2024-07-12;CLP;6795956;1291232;8087188;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01682;FEE;8095;CL0321;V010;CP30;RETAIL;2024-06-12;2024-07-12;CLP;8271262;0;8271262;ACEPTADO;PLANTA_CORONEL
DOC-2024-00810;FAC;100404;CL0085;V008;CP60;FOODSERVICE;2024-06-13;2024-08-12;CLP;10346685;1965870;12312555;ACEPTADO;PLANTA_CORONEL
DOC-2024-01260;FAC;100809;CL0088;V005;CP45;FOODSERVICE;2024-06-13;2024-07-28;CLP;17364353;3299227;20663580;ACEPTADO;CD_SANTIAGO
DOC-2024-01575;FAC;101102;CL0142;V007;CP60;FOODSERVICE;2024-06-13;2024-08-12;CLP;2587596;491643;3079239;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01817;FAC;101326;CL0301;V009;CP30;RETAIL;2024-06-13;2024-07-13;CLP;7349902;1396481;8746383;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01988;FAC;101481;CL0341;V010;CP60;RETAIL;2024-06-13;2024-08-12;CLP;10228997;1943509;12172506;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00043;FEX;50043;CL0022;V001;CP60;EXPORTACION;2024-06-14;2024-08-13;USD;19691.93;0;19691.93;ACEPTADO;PLANTA_QUELLON
DOC-2024-00122;FEX;50122;CL0032;V002;CP90;EXPORTACION;2024-06-14;2024-09-12;USD;71813.54;0;71813.54;ACEPTADO;PLANTA_CORONEL
DOC-2024-00158;FEX;50158;CL0014;V003;CP90;EXPORTACION;2024-06-14;2024-09-12;USD;53265.85;0;53265.85;ACEPTADO;PLANTA_CALDERA
DOC-2024-00183;FEX;50183;CL0012;V004;CP60;EXPORTACION;2024-06-14;2024-08-13;USD;35051.83;0;35051.83;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00226;FEX;50226;CL0012;V004;CP60;EXPORTACION;2024-06-14;2024-08-13;USD;58699.89;0;58699.89;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00250;FEX;50250;CL0012;V004;CP60;EXPORTACION;2024-06-14;2024-08-13;USD;44695.02;0;44695.02;ACEPTADO;PLANTA_CALDERA
DOC-2024-00369;FEX;50369;CL0014;V003;CP60;EXPORTACION;2024-06-14;2024-08-13;USD;9147.15;0;9147.15;ACEPTADO;PLANTA_QUELLON
DOC-2024-00816;FAC;100410;CL0199;V008;CP30;FOODSERVICE;2024-06-14;2024-07-14;CLP;3521335;669054;4190389;ACEPTADO;CD_SANTIAGO
DOC-2024-00895;FAC;100480;CL0120;V007;CP00;FOODSERVICE;2024-06-14;2024-06-14;CLP;3628552;689425;4317977;ACEPTADO;CD_SANTIAGO
DOC-2024-00905;FAC;100489;CL0213;V006;CP45;FOODSERVICE;2024-06-14;2024-07-29;CLP;971154;184519;1155673;RECLAMADO;PLANTA_CORONEL
DOC-2024-00910;FEE;8035;CL0090;V007;CP45;FOODSERVICE;2024-06-14;2024-07-29;CLP;10084853;0;10084853;ACEPTADO;PLANTA_CORONEL
DOC-2024-01321;FAC;100867;CL0131;V006;CP60;FOODSERVICE;2024-06-14;2024-08-13;CLP;1875215;356291;2231506;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01337;FAC;100881;CL0138;V005;CP30;FOODSERVICE;2024-06-14;2024-07-14;CLP;4967047;943739;5910786;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01451;FAC;100987;CL0123;V006;CP45;FOODSERVICE;2024-06-14;2024-07-29;CLP;9811159;1864120;11675279;ACEPTADO;PLANTA_CORONEL
DOC-2024-01592;FAC;101119;CL0186;V007;CP30;FOODSERVICE;2024-06-14;2024-07-14;CLP;11085301;2106207;13191508;ACEPTADO;CD_SANTIAGO
DOC-2024-01652;FAC;101177;CL0126;V005;CP60;FOODSERVICE;2024-06-14;2024-08-13;CLP;5281789;1003540;6285329;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01737;FAC;101253;CL0301;V009;CP30;RETAIL;2024-06-14;2024-07-14;CLP;10198648;1937743;12136391;ACEPTADO;CD_SANTIAGO
DOC-2024-01755;FAC;101270;CL0279;V010;CP45;RETAIL;2024-06-14;2024-07-29;CLP;15950183;3030535;18980718;ACEPTADO;CD_SANTIAGO
DOC-2024-01876;FAC;101381;CL0263;V011;CP60;RETAIL;2024-06-14;2024-08-13;CLP;4764245;905207;5669452;ACEPTADO;CD_SANTIAGO
DOC-2024-00445;FAC;100060;CL0183;V005;CP60;FOODSERVICE;2024-06-17;2024-08-16;CLP;8266635;1570661;9837296;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00622;FAC;100227;CL0110;V008;CP30;FOODSERVICE;2024-06-17;2024-07-17;CLP;3080488;585293;3665781;ACEPTADO;PLANTA_CORONEL
DOC-2024-00937;FAC;100517;CL0200;V008;CP45;FOODSERVICE;2024-06-17;2024-08-01;CLP;9210182;1749935;10960117;ACEPTADO;PLANTA_CORONEL
DOC-2024-01020;FEE;8043;CL0176;V008;CP30;FOODSERVICE;2024-06-17;2024-07-17;CLP;1708356;0;1708356;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01156;FAC;100712;CL0176;V008;CP30;FOODSERVICE;2024-06-17;2024-07-17;CLP;7135152;1355679;8490831;ACEPTADO;CD_SANTIAGO
DOC-2024-01953;FAC;101450;CL0314;V009;CP45;RETAIL;2024-06-17;2024-08-01;CLP;8630905;1639872;10270777;ACEPTADO;PLANTA_CORONEL
DOC-2024-00056;FEX;50056;CL0032;V002;CP60;EXPORTACION;2024-06-18;2024-08-17;USD;143231.63;0;143231.63;ACEPTADO;PLANTA_QUELLON
DOC-2024-00068;FEX;50068;CL0032;V002;CP60;EXPORTACION;2024-06-18;2024-08-17;USD;140662.63;0;140662.63;ACEPTADO;PLANTA_CALDERA
DOC-2024-00410;FAC;100026;CL0161;V005;CP45;FOODSERVICE;2024-06-18;2024-08-02;CLP;12899171;2450842;15350013;ACEPTADO;CD_SANTIAGO
DOC-2024-00977;FAC;100554;CL0214;V008;CP30;FOODSERVICE;2024-06-18;2024-07-18;CLP;8929692;1696641;10626333;ACEPTADO;PLANTA_CORONEL
DOC-2024-01082;FAC;100649;CL0129;V007;CP00;FOODSERVICE;2024-06-18;2024-06-18;CLP;2615688;496981;3112669;ACEPTADO;CD_SANTIAGO
DOC-2024-00179;FEX;50179;CL0028;V001;CP120;EXPORTACION;2024-06-19;2024-10-17;CLP;34849840;0;34849840;ACEPTADO;PLANTA_QUELLON
DOC-2024-00422;FAC;100038;CL0153;V008;CP30;FOODSERVICE;2024-06-19;2024-07-19;CLP;2941904;558962;3500866;ACEPTADO;PLANTA_CORONEL
DOC-2024-00436;FAC;100052;CL0183;V005;CP45;FOODSERVICE;2024-06-19;2024-08-03;CLP;8969372;1704181;10673553;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-00692;FAC;100292;CL0198;V006;CP30;FOODSERVICE;2024-06-19;2024-07-19;CLP;10541621;2002908;12544529;ACEPTADO;CD_SANTIAGO
DOC-2024-01136;FEE;8059;CL0161;V005;CP30;FOODSERVICE;2024-06-19;2024-07-19;CLP;29671184;0;29671184;ACEPTADO;CD_SANTIAGO
DOC-2024-01356;FAC;100898;CL0161;V005;CP30;FOODSERVICE;2024-06-19;2024-07-19;CLP;7529673;1430638;8960311;ACEPTADO;PLANTA_TALCAHUANO
DOC-2024-01677;FAC;101201;CL0231;V009;CP60;RETAIL;2024-06-19;2024-08-18;CLP;8759650;1664334;10423984;ACEPTADO;PLANTA_CORONEL
DOC-2024-01949;FAC;101446;CL0319;V012;CP45;RETAIL;2024-06-19;2024-08-03;CLP;4841956;919972;5761928;ACEPTADO;CD_SANTIAGO
DOC-2024-00004;FEX;50004;CL0012;V004;CP90;EXPORTACION;2024-06-21;2024-09-19;USD;33246.31;0;33246.31;ACEPTADO;PLANTA_CALDERA
