id_cobranza;id_documento;fecha_pago;moneda;monto_pagado;medio_pago;id_operacion_factoring
COB-001246;DOC-2024-00741;2024-08-21;CLP;11028202;TRANSFERENCIA;
COB-001271;DOC-2024-00689;2024-08-21;CLP;1146968;TRANSFERENCIA;
COB-001347;DOC-2024-01990;2024-08-21;CLP;12134957;TRANSFERENCIA;
COB-001352;DOC-2024-01160;2024-08-21;CLP;10614563;TRANSFERENCIA;
COB-000755;DOC-2024-01066;2024-08-22;CLP;4869598;CHEQUE;
COB-001131;DOC-2024-00821;2024-08-22;CLP;1911513;TRANSFERENCIA;
COB-000685;DOC-2024-00365;2024-08-23;USD;14102.08;TRANSFERENCIA;FCT-2024-0006
COB-000983;DOC-2024-00194;2024-08-23;CLP;42752817;TRANSFERENCIA;
COB-000310;DOC-2024-00693;2024-08-26;CLP;4897568;CHEQUE;
COB-000397;DOC-2024-00209;2024-08-26;USD;2244.74;TRANSFERENCIA;FCT-2024-0001
COB-000492;DOC-2024-00116;2024-08-26;USD;61900.14;TRANSFERENCIA;
COB-000825;DOC-2024-02013;2024-08-26;CLP;10276615;TRANSFERENCIA;
COB-001098;DOC-2024-01337;2024-08-26;CLP;2780176;TRANSFERENCIA;
COB-001102;DOC-2024-01652;2024-08-26;CLP;2601084;TRANSFERENCIA;
COB-001141;DOC-2024-00080;2024-08-26;CLP;54404281;TRANSFERENCIA;
COB-001172;DOC-2024-00024;2024-08-26;USD;27997.83;TRANSFERENCIA;
COB-001178;DOC-2024-01294;2024-08-26;CLP;13794589;TRANSFERENCIA;
COB-001189;DOC-2024-01603;2024-08-26;CLP;7865954;CHEQUE;
COB-001250;DOC-2024-01935;2024-08-26;CLP;57514884;CHEQUE;
COB-001255;DOC-2024-00409;2024-08-26;CLP;7834555;TRANSFERENCIA;
COB-001294;DOC-2024-00868;2024-08-26;CLP;11334620;TRANSFERENCIA;
COB-001353;DOC-2024-01336;2024-08-26;CLP;5361513;COMPENSACION;
COB-001368;DOC-2024-00583;2024-08-26;CLP;2883741;TRANSFERENCIA;
COB-001453;DOC-2024-00053;2024-08-26;USD;115995.58;FACTORING;FCT-2024-0038
COB-000336;DOC-2024-00541;2024-08-27;CLP;4927627;TRANSFERENCIA;
COB-000725;DOC-2024-00685;2024-08-27;CLP;15177787;CHEQUE;
COB-000976;DOC-2024-01980;2024-08-27;CLP;19521955;TRANSFERENCIA;
COB-001088;DOC-2024-00183;2024-08-27;USD;3505.18;TRANSFERENCIA;FCT-2024-0026
COB-001135;DOC-2024-01703;2024-08-27;CLP;11085153;TRANSFERENCIA;
COB-001139;DOC-2024-01169;2024-08-27;CLP;2756235;TRANSFERENCIA;
COB-001481;DOC-2024-00855;2024-08-27;CLP;10176435;TRANSFERENCIA;
COB-000144;DOC-2024-01110;2024-08-28;CLP;2512850;TRANSFERENCIA;
COB-000574;DOC-2024-01152;2024-08-28;CLP;3234951;TRANSFERENCIA;
COB-000971;DOC-2024-01456;2024-08-28;CLP;8614819;TRANSFERENCIA;
COB-001025;DOC-2024-00706;2024-08-29;CLP;5964541;TRANSFERENCIA;
COB-001060;DOC-2024-00726;2024-08-29;CLP;2084228;TRANSFERENCIA;
COB-001083;DOC-2024-00043;2024-08-29;USD;19691.93;TRANSFERENCIA;
COB-001242;DOC-2024-00389;2024-08-29;CLP;919944;TRANSFERENCIA;
COB-001398;DOC-2024-00446;2024-08-29;CLP;4534106;TRANSFERENCIA;
COB-001468;DOC-2024-00296;2024-08-29;USD;134240.76;FACTORING;FCT-2024-0039
COB-000816;DOC-2024-01874;2024-08-30;CLP;5046195;TRANSFERENCIA;
COB-001391;DOC-2024-01258;2024-08-30;CLP;6114383;CHEQUE;
COB-004297;DOC-2025-94820;2024-08-30;CLP;7282352;TRANSFERENCIA;
COB-000641;DOC-2024-00301;2024-09-02;USD;25068.92;TRANSFERENCIA;
COB-000846;DOC-2024-00545;2024-09-02;CLP;3412189;TRANSFERENCIA;
COB-000949;DOC-2024-00005;2024-09-02;USD;56988.72;TRANSFERENCIA;
COB-000991;DOC-2024-01690;2024-09-02;CLP;6515877;TRANSFERENCIA;
COB-001058;DOC-2024-00338;2024-09-02;CLP;13705853;TRANSFERENCIA;
COB-001093;DOC-2024-00369;2024-09-02;USD;914.72;TRANSFERENCIA;FCT-2024-0027
COB-001174;DOC-2024-00826;2024-09-02;CLP;5177611;TRANSFERENCIA;
COB-001227;DOC-2024-00033;2024-09-02;USD;4447.94;CHEQUE;
COB-001234;DOC-2024-00745;2024-09-02;CLP;2754786;TRANSFERENCIA;
COB-001272;DOC-2024-01106;2024-09-02;CLP;1471359;TRANSFERENCIA;
COB-001339;DOC-2024-01538;2024-09-02;CLP;9469258;TRANSFERENCIA;
COB-001385;DOC-2024-01704;2024-09-02;CLP;2978368;CHEQUE;
COB-001425;DOC-2024-00805;2024-09-02;CLP;1209179;TRANSFERENCIA;
COB-004304;DOC-2023-91870;2024-09-02;CLP;2994549;TRANSFERENCIA;
COB-001111;DOC-2024-01156;2024-09-03;CLP;8490831;TRANSFERENCIA;
COB-001149;DOC-2024-01778;2024-09-03;CLP;23694318;TRANSFERENCIA;
COB-001324;DOC-2024-01107;2024-09-03;CLP;1439309;TRANSFERENCIA;
COB-004301;DOC-2024-93205;2024-09-03;CLP;7010993;CHEQUE;
COB-000518;DOC-2024-00172;2024-09-04;USD;35937.5;CHEQUE;
COB-000781;DOC-2024-00401;2024-09-04;CLP;2774846;CHEQUE;
COB-001166;DOC-2024-00730;2024-09-04;CLP;615115;TRANSFERENCIA;
COB-001475;DOC-2024-00020;2024-09-04;USD;73309.64;FACTORING;FCT-2024-0040
COB-000158;DOC-2024-00638;2024-09-05;CLP;2024105;TRANSFERENCIA;
COB-000218;DOC-2024-00242;2024-09-05;USD;37842.01;TRANSFERENCIA;
COB-000852;DOC-2024-00343;2024-09-05;CLP;27563844;TRANSFERENCIA;
COB-001285;DOC-2024-01843;2024-09-05;CLP;9677638;TRANSFERENCIA;
COB-001307;DOC-2024-00942;2024-09-05;CLP;1165312;CHEQUE;
COB-001452;DOC-2024-01972;2024-09-05;CLP;40421578;TRANSFERENCIA;
COB-001505;DOC-2024-00028;2024-09-05;USD;69893.34;FACTORING;FCT-2024-0041
COB-001537;DOC-2024-00891;2024-09-05;CLP;10512658;TRANSFERENCIA;
COB-001549;DOC-2024-00085;2024-09-05;USD;13446.68;FACTORING;FCT-2024-0043
COB-000014;DOC-2024-01279;2024-09-06;CLP;3968715;TRANSFERENCIA;
COB-000951;DOC-2024-00572;2024-09-06;CLP;28005754;TRANSFERENCIA;
COB-001105;DOC-2024-01876;2024-09-06;CLP;5669452;TRANSFERENCIA;
COB-001163;DOC-2024-00321;2024-09-06;USD;82768.54;TRANSFERENCIA;
COB-001302;DOC-2024-00752;2024-09-06;CLP;1444424;TRANSFERENCIA;
COB-000559;DOC-2024-01065;2024-09-09;CLP;28842669;CHEQUE;
COB-000836;DOC-2024-01522;2024-09-09;CLP;3610757;TRANSFERENCIA;
COB-000892;DOC-2024-00786;2024-09-09;CLP;7815620;TRANSFERENCIA;
COB-001057;DOC-2024-00038;2024-09-09;USD;7256.86;TRANSFERENCIA;
COB-001090;DOC-2024-00226;2024-09-09;USD;29126.48;COMPENSACION;
COB-001150;DOC-2024-00051;2024-09-09;USD;110987.78;TRANSFERENCIA;
COB-001191;DOC-2024-00341;2024-09-09;USD;45536.24;TRANSFERENCIA;
COB-001208;DOC-2024-01217;2024-09-09;CLP;6193337;TRANSFERENCIA;
COB-001213;DOC-2024-01889;2024-09-09;CLP;50768236;TRANSFERENCIA;
COB-001232;DOC-2024-00523;2024-09-09;CLP;11396513;TRANSFERENCIA;
COB-001254;DOC-2024-00256;2024-09-09;USD;103032.12;CHEQUE;
COB-001432;DOC-2024-01641;2024-09-09;CLP;4638958;TRANSFERENCIA;
COB-001321;DOC-2024-01005;2024-09-10;CLP;6068559;TRANSFERENCIA;
COB-000420;DOC-2024-01180;2024-09-11;CLP;765396;CHEQUE;
COB-000888;DOC-2024-01837;2024-09-11;CLP;5753237;TRANSFERENCIA;
COB-000944;DOC-2024-01185;2024-09-11;CLP;6023274;TRANSFERENCIA;
COB-001001;DOC-2024-01323;2024-09-11;CLP;4765898;TRANSFERENCIA;
COB-001018;DOC-2024-01921;2024-09-11;CLP;27860140;TRANSFERENCIA;
COB-001128;DOC-2024-00004;2024-09-11;USD;33246.31;TRANSFERENCIA;
COB-001155;DOC-2024-00560;2024-09-11;CLP;1589455;TRANSFERENCIA;
COB-001185;DOC-2024-01140;2024-09-11;CLP;1686674;TRANSFERENCIA;
COB-001212;DOC-2024-01790;2024-09-11;CLP;80630205;TRANSFERENCIA;
COB-001247;DOC-2024-00823;2024-09-11;CLP;26174741;TRANSFERENCIA;
COB-000519;DOC-2024-00172;2024-09-12;USD;35937.5;TRANSFERENCIA;
COB-000934;DOC-2024-00262;2024-09-12;USD;20467.13;CHEQUE;
COB-001224;DOC-2024-01802;2024-09-12;CLP;2961576;TRANSFERENCIA;
COB-001366;DOC-2024-00464;2024-09-12;CLP;23132218;TRANSFERENCIA;
COB-001497;DOC-2024-01806;2024-09-12;CLP;5212194;TRANSFERENCIA;
COB-004289;DOC-2025-97525;2024-09-12;CLP;2002509;COMPENSACION;
COB-000546;DOC-2024-00655;2024-09-13;CLP;13445701;TRANSFERENCIA;
COB-000840;DOC-2024-01645;2024-09-13;CLP;6571053;TRANSFERENCIA;
COB-000895;DOC-2024-00294;2024-09-13;USD;260571.88;TRANSFERENCIA;
COB-000955;DOC-2024-00240;2024-09-13;USD;108973.95;TRANSFERENCIA;
COB-001457;DOC-2024-01029;2024-09-13;CLP;3931754;TRANSFERENCIA;
COB-001636;DOC-2024-01540;2024-09-13;CLP;1025086;CHEQUE;
COB-000507;DOC-2024-01192;2024-09-16;CLP;5815168;TRANSFERENCIA;
COB-000622;DOC-2024-00925;2024-09-16;CLP;2796886;TRANSFERENCIA;
COB-000820;DOC-2024-00110;2024-09-16;USD;1030.93;TRANSFERENCIA;FCT-2024-0015
COB-000907;DOC-2024-01805;2024-09-16;CLP;3116138;TRANSFERENCIA;
COB-001099;DOC-2024-01451;2024-09-16;CLP;11675279;TRANSFERENCIA;
COB-001134;DOC-2024-01688;2024-09-16;CLP;2302956;TRANSFERENCIA;
COB-001143;DOC-2024-01068;2024-09-16;CLP;1465727;TRANSFERENCIA;
COB-001182;DOC-2024-00642;2024-09-16;CLP;4995483;TRANSFERENCIA;
COB-001217;DOC-2024-00556;2024-09-16;CLP;6033143;TRANSFERENCIA;
COB-001392;DOC-2024-01380;2024-09-16;CLP;11768193;TRANSFERENCIA;
COB-001400;DOC-2024-00756;2024-09-16;CLP;2447110;TRANSFERENCIA;
COB-001405;DOC-2024-00637;2024-09-16;CLP;4114216;TRANSFERENCIA;
COB-001411;DOC-2024-01692;2024-09-16;CLP;1490227;TRANSFERENCIA;
COB-001421;DOC-2024-00450;2024-09-16;CLP;5789283;TRANSFERENCIA;
COB-001433;DOC-2024-01838;2024-09-16;CLP;11517505;TRANSFERENCIA;
COB-001440;DOC-2024-00986;2024-09-16;CLP;4340945;CHEQUE;
COB-001487;DOC-2024-01662;2024-09-16;CLP;8773784;TRANSFERENCIA;
COB-001515;DOC-2024-00524;2024-09-16;CLP;2171916;TRANSFERENCIA;
COB-001622;DOC-2024-00380;2024-09-16;USD;209308.26;FACTORING;FCT-2024-0047
COB-001027;DOC-2024-01374;2024-09-17;CLP;681192;TRANSFERENCIA;
COB-001152;DOC-2024-00102;2024-09-17;USD;193552.62;TRANSFERENCIA;
COB-001194;DOC-2024-01803;2024-09-17;CLP;7205680;TRANSFERENCIA;
COB-001211;DOC-2024-01639;2024-09-17;CLP;2687995;TRANSFERENCIA;
COB-001249;DOC-2024-01226;2024-09-17;CLP;10825013;TRANSFERENCIA;
COB-001290;DOC-2024-00332;2024-09-17;USD;16513.96;TRANSFERENCIA;
COB-001490;DOC-2024-00528;2024-09-17;CLP;8084831;TRANSFERENCIA;
COB-001500;DOC-2024-01281;2024-09-17;CLP;5474203;TRANSFERENCIA;
COB-000350;DOC-2024-00838;2024-09-20;CLP;4709117;COMPENSACION;
COB-000389;DOC-2024-01141;2024-09-20;CLP;11136710;TRANSFERENCIA;
COB-000864;DOC-2024-00271;2024-09-20;USD;15922.66;TRANSFERENCIA;FCT-2024-0018
COB-000891;DOC-2024-00001;2024-09-20;USD;16056.78;TRANSFERENCIA;
COB-000893;DOC-2024-01062;2024-09-20;CLP;30028049;TRANSFERENCIA;
COB-000921;DOC-2024-00091;2024-09-20;USD;103414.18;TRANSFERENCIA;
COB-000985;DOC-2024-00540;2024-09-20;CLP;2075052;TRANSFERENCIA;
COB-001019;DOC-2024-00274;2024-09-20;USD;45210.4;TRANSFERENCIA;
COB-001076;DOC-2024-00810;2024-09-20;CLP;12312555;COMPENSACION;
COB-001108;DOC-2024-00622;2024-09-20;CLP;1407040;TRANSFERENCIA;
COB-001214;DOC-2024-00070;2024-09-20;USD;5106.99;TRANSFERENCIA;
COB-001342;DOC-2024-01751;2024-09-20;CLP;3315339;TRANSFERENCIA;
COB-001346;DOC-2024-01966;2024-09-20;CLP;17259307;COMPENSACION;
COB-001419;DOC-2024-00386;2024-09-20;CLP;3238829;TRANSFERENCIA;
COB-001427;DOC-2024-00950;2024-09-20;CLP;10047548;TRANSFERENCIA;
COB-001528;DOC-2024-00874;2024-09-20;CLP;6879345;TRANSFERENCIA;
COB-001535;DOC-2024-00078;2024-09-20;USD;207682.69;FACTORING;FCT-2024-0042
COB-001542;DOC-2024-01352;2024-09-20;CLP;15702341;TRANSFERENCIA;
COB-001551;DOC-2024-00374;2024-09-20;USD;173788.79;FACTORING;FCT-2024-0044
COB-000195;DOC-2024-01314;2024-09-23;CLP;7985612;CHEQUE;
COB-000493;DOC-2024-00116;2024-09-23;USD;92876.26;TRANSFERENCIA;
COB-000535;DOC-2024-00077;2024-09-23;USD;26118.37;CHEQUE;
COB-000582;DOC-2024-01756;2024-09-23;CLP;13764973;TRANSFERENCIA;
COB-000782;DOC-2024-00414;2024-09-23;CLP;3115531;TRANSFERENCIA;
COB-001045;DOC-2024-00161;2024-09-23;USD;25510.12;CHEQUE;
COB-001086;DOC-2024-00158;2024-09-23;USD;53265.85;TRANSFERENCIA;
COB-001132;DOC-2024-00821;2024-09-23;CLP;1137029;TRANSFERENCIA;
COB-001221;DOC-2024-00984;2024-09-23;CLP;20706350;TRANSFERENCIA;
COB-001236;DOC-2024-01242;2024-09-23;CLP;4324933;TRANSFERENCIA;
COB-001269;DOC-2024-00177;2024-09-23;USD;55290.68;TRANSFERENCIA;
COB-001276;DOC-2024-01898;2024-09-23;CLP;40488133;CHEQUE;
COB-001336;DOC-2024-01392;2024-09-23;CLP;1888101;TRANSFERENCIA;
COB-001345;DOC-2024-01926;2024-09-23;CLP;41190897;TRANSFERENCIA;
COB-001390;DOC-2024-01079;2024-09-23;CLP;1840008;TRANSFERENCIA;
COB-001522;DOC-2024-01808;2024-09-23;CLP;17992199;TRANSFERENCIA;
COB-001529;DOC-2024-00904;2024-09-23;CLP;2337109;TRANSFERENCIA;
COB-001531;DOC-2024-01752;2024-09-23;CLP;22026639;TRANSFERENCIA;
COB-001610;DOC-2024-00253;2024-09-23;USD;39007.76;FACTORING;FCT-2024-0046
COB-000937;DOC-2024-00602;2024-09-24;CLP;171315;TRANSFERENCIA;
COB-000943;DOC-2024-00482;2024-09-24;CLP;9040423;TRANSFERENCIA;
COB-001180;DOC-2024-00118;2024-09-24;USD;78513.46;TRANSFERENCIA;
COB-001239;DOC-2024-01271;2024-09-24;CLP;17909097;TRANSFERENCIA;
COB-001386;DOC-2024-01704;2024-09-24;CLP;3312197;CHEQUE;
COB-001486;DOC-2024-01644;2024-09-24;CLP;4875817;TRANSFERENCIA;
COB-000956;DOC-2024-00265;2024-09-25;USD;23594.81;TRANSFERENCIA;
COB-001200;DOC-2024-00208;2024-09-25;USD;8657.25;TRANSFERENCIA;
COB-001245;DOC-2024-00608;2024-09-25;CLP;2239249;TRANSFERENCIA;
COB-001275;DOC-2024-01850;2024-09-25;CLP;13645059;TRANSFERENCIA;
COB-001325;DOC-2024-01107;2024-09-25;CLP;1015795;TRANSFERENCIA;
COB-001516;DOC-2024-00524;2024-09-25;CLP;1745647;TRANSFERENCIA;
COB-001051;DOC-2024-01402;2024-09-26;CLP;12974803;TRANSFERENCIA;
COB-001136;DOC-2024-00011;2024-09-26;USD;17231.03;TRANSFERENCIA;
COB-001377;DOC-2024-00059;2024-09-26;USD;167059.98;TRANSFERENCIA;
COB-001402;DOC-2024-00948;2024-09-26;CLP;4707137;TRANSFERENCIA;
COB-001439;DOC-2024-00641;2024-09-26;CLP;1725251;TRANSFERENCIA;
COB-001459;DOC-2024-01134;2024-09-26;CLP;5720191;TRANSFERENCIA;
COB-001464;DOC-2024-01707;2024-09-26;CLP;25367090;TRANSFERENCIA;
COB-000810;DOC-2024-01536;2024-09-27;CLP;5247103;TRANSFERENCIA;
COB-001195;DOC-2024-01803;2024-09-27;CLP;6710623;TRANSFERENCIA;
COB-001233;DOC-2024-00591;2024-09-27;CLP;8654245;TRANSFERENCIA;
COB-000406;DOC-2024-01371;2024-09-30;CLP;3334287;TRANSFERENCIA;
COB-000924;DOC-2024-00372;2024-09-30;USD;96838.92;TRANSFERENCIA;
COB-001021;DOC-2024-01263;2024-09-30;CLP;17743409;TRANSFERENCIA;
COB-001240;DOC-2024-01853;2024-09-30;CLP;4733151;TRANSFERENCIA;
COB-001310;DOC-2024-01568;2024-09-30;CLP;7021836;CHEQUE;
COB-001422;DOC-2024-00664;2024-09-30;CLP;1676125;TRANSFERENCIA;
COB-001428;DOC-2024-00960;2024-09-30;CLP;3717445;TRANSFERENCIA;
COB-001482;DOC-2024-00855;2024-09-30;CLP;16473122;TRANSFERENCIA;
COB-001592;DOC-2024-01091;2024-09-30;CLP;9759259;TRANSFERENCIA;
COB-001609;DOC-2024-00109;2024-09-30;USD;18259.4;FACTORING;FCT-2024-0045
COB-001692;DOC-2024-00237;2024-09-30;USD;30841.21;FACTORING;FCT-2024-0050
COB-000914;DOC-2024-00515;2024-10-01;CLP;43865885;TRANSFERENCIA;
COB-001115;DOC-2024-00068;2024-10-01;USD;14066.26;TRANSFERENCIA;FCT-2024-0028
COB-001259;DOC-2024-00722;2024-10-01;CLP;9176748;CHEQUE;
COB-001502;DOC-2024-01335;2024-10-01;CLP;6524342;TRANSFERENCIA;
COB-001532;DOC-2024-01209;2024-10-01;CLP;1825056;TRANSFERENCIA;
COB-001588;DOC-2024-00991;2024-10-01;CLP;1601617;TRANSFERENCIA;
COB-000678;DOC-2024-00958;2024-10-02;CLP;7583625;TRANSFERENCIA;
COB-001198;DOC-2024-00046;2024-10-02;USD;165630.7;TRANSFERENCIA;
COB-001205;DOC-2024-00839;2024-10-02;CLP;6389876;TRANSFERENCIA;
COB-001209;DOC-2024-01438;2024-10-02;CLP;2242046;TRANSFERENCIA;
COB-001216;DOC-2024-00186;2024-10-02;USD;36410.8;TRANSFERENCIA;
COB-001303;DOC-2024-00845;2024-10-02;CLP;12977784;TRANSFERENCIA;
COB-001471;DOC-2024-00666;2024-10-02;CLP;1018294;COMPENSACION;
COB-001223;DOC-2024-00988;2024-10-03;CLP;13340045;TRANSFERENCIA;
COB-001228;DOC-2024-00033;2024-10-03;USD;6251.56;TRANSFERENCIA;
COB-001371;DOC-2024-01280;2024-10-03;CLP;8342553;TRANSFERENCIA;
COB-001374;DOC-2024-01591;2024-10-03;CLP;5083350;TRANSFERENCIA;
COB-001424;DOC-2024-00738;2024-10-03;CLP;5502880;COMPENSACION;
COB-001662;DOC-2024-00012;2024-10-03;USD;101679.98;FACTORING;FCT-2024-0048
COB-000964;DOC-2024-01001;2024-10-04;CLP;26698582;TRANSFERENCIA;
COB-001314;DOC-2024-00269;2024-10-04;USD;11275.75;TRANSFERENCIA;
COB-001435;DOC-2024-01931;2024-10-04;CLP;27855437;TRANSFERENCIA;
COB-001445;DOC-2024-01718;2024-10-04;CLP;26249402;TRANSFERENCIA;
COB-001541;DOC-2024-01297;2024-10-04;CLP;4791246;TRANSFERENCIA;
COB-001631;DOC-2024-00531;2024-10-04;CLP;8309224;TRANSFERENCIA;
COB-000869;DOC-2024-00168;2024-10-07;USD;40046.24;COMPENSACION;
COB-001032;DOC-2024-00202;2024-10-07;USD;38508.51;TRANSFERENCIA;FCT-2024-0022
COB-001106;DOC-2024-00445;2024-10-07;CLP;9837296;CHEQUE;
COB-001112;DOC-2024-01953;2024-10-07;CLP;10270777;TRANSFERENCIA;
COB-001161;DOC-2024-00150;2024-10-07;USD;38556.4;TRANSFERENCIA;FCT-2024-0030
COB-001264;DOC-2024-01552;2024-10-07;CLP;3487118;TRANSFERENCIA;
COB-001300;DOC-2024-00468;2024-10-07;CLP;1266972;TRANSFERENCIA;
COB-001312;DOC-2024-00133;2024-10-07;USD;26103.35;TRANSFERENCIA;
COB-001326;DOC-2024-01742;2024-10-07;CLP;31235680;TRANSFERENCIA;
COB-001403;DOC-2024-01604;2024-10-07;CLP;7191939;TRANSFERENCIA;
COB-001470;DOC-2024-00654;2024-10-07;CLP;3714918;TRANSFERENCIA;
COB-001474;DOC-2024-01883;2024-10-07;CLP;16095277;TRANSFERENCIA;
COB-001527;DOC-2024-00783;2024-10-07;CLP;2322830;TRANSFERENCIA;
COB-001576;DOC-2024-00593;2024-10-07;CLP;3022983;CHEQUE;
COB-001594;DOC-2024-01253;2024-10-07;CLP;2296555;TRANSFERENCIA;
COB-001603;DOC-2024-01040;2024-10-07;CLP;11579081;TRANSFERENCIA;
COB-001618;DOC-2024-01784;2024-10-07;CLP;11838721;TRANSFERENCIA;
COB-001657;DOC-2024-01584;2024-10-07;CLP;17394975;TRANSFERENCIA;
COB-001690;DOC-2024-00220;2024-10-07;USD;89361.26;FACTORING;FCT-2024-0049
COB-001713;DOC-2024-00008;2024-10-07;USD;141966.74;FACTORING;FCT-2024-0051
COB-001796;DOC-2024-01248;2024-10-07;CLP;1868697;TRANSFERENCIA;
COB-004278;DOC-2023-98469;2024-10-07;CLP;7049372;TRANSFERENCIA;
COB-000961;DOC-2024-00862;2024-10-08;CLP;9633934;CHEQUE;
COB-001151;DOC-2024-00051;2024-10-08;USD;108833.76;TRANSFERENCIA;
COB-001415;DOC-2024-00248;2024-10-08;USD;12979.35;TRANSFERENCIA;
COB-001488;DOC-2024-01662;2024-10-08;CLP;15453406;TRANSFERENCIA;
COB-001514;DOC-2024-00447;2024-10-08;CLP;2752867;TRANSFERENCIA;
COB-001809;DOC-2024-01254;2024-10-08;CLP;13366496;TRANSFERENCIA;
COB-001170;DOC-2024-01473;2024-10-09;CLP;1908315;TRANSFERENCIA;
COB-001218;DOC-2024-01789;2024-10-09;CLP;21107047;TRANSFERENCIA;
COB-001266;DOC-2024-01663;2024-10-09;CLP;47392935;TRANSFERENCIA;
COB-001401;DOC-2024-00870;2024-10-09;CLP;7816644;TRANSFERENCIA;
COB-001476;DOC-2024-00418;2024-10-09;CLP;9015555;TRANSFERENCIA;
COB-001679;DOC-2024-01222;2024-10-09;CLP;3192750;TRANSFERENCIA;
COB-000704;DOC-2024-01563;2024-10-10;CLP;6899013;TRANSFERENCIA;
COB-000769;DOC-2024-01200;2024-10-10;CLP;14208819;TRANSFERENCIA;
COB-001063;DOC-2024-00164;2024-10-10;USD;364084.03;TRANSFERENCIA;
COB-001220;DOC-2024-00286;2024-10-10;USD;42000.0;TRANSFERENCIA;FCT-2024-0032
COB-001343;DOC-2024-01751;2024-10-10;CLP;4081193;TRANSFERENCIA;
COB-001420;DOC-2024-00386;2024-10-10;CLP;3160003;CHEQUE;
COB-001449;DOC-2024-01193;2024-10-10;CLP;17124728;TRANSFERENCIA;
COB-001472;DOC-2024-01570;2024-10-10;CLP;4303735;TRANSFERENCIA;
COB-001565;DOC-2024-01579;2024-10-10;CLP;3088601;TRANSFERENCIA;
COB-001617;DOC-2024-01614;2024-10-10;CLP;1197579;CHEQUE;
COB-000818;DOC-2024-00100;2024-10-11;USD;11466.95;TRANSFERENCIA;FCT-2024-0014
COB-001085;DOC-2024-00122;2024-10-11;USD;7181.35;TRANSFERENCIA;FCT-2024-0025
COB-001183;DOC-2024-00881;2024-10-11;CLP;32196410;TRANSFERENCIA;
COB-001458;DOC-2024-01029;2024-10-11;CLP;2697091;TRANSFERENCIA;
COB-001573;DOC-2024-01396;2024-10-11;CLP;11287244;TRANSFERENCIA;
COB-001672;DOC-2024-01013;2024-10-11;CLP;3952458;TRANSFERENCIA;
COB-000327;DOC-2024-00684;2024-10-14;CLP;10441542;COMPENSACION;
COB-001040;DOC-2024-01971;2024-10-14;CLP;3928819;TRANSFERENCIA;
COB-001140;DOC-2024-01827;2024-10-14;CLP;39313190;TRANSFERENCIA;
COB-001226;DOC-2024-01830;2024-10-14;CLP;13208738;TRANSFERENCIA;
COB-001292;DOC-2024-00534;2024-10-14;CLP;19295223;COMPENSACION;
COB-001295;DOC-2024-00899;2024-10-14;CLP;6669882;CHEQUE;
COB-001376;DOC-2024-01887;2024-10-14;CLP;6619148;TRANSFERENCIA;
COB-001384;DOC-2024-01670;2024-10-14;CLP;44276524;TRANSFERENCIA;
COB-001399;DOC-2024-00446;2024-10-14;CLP;4591023;CHEQUE;
COB-001404;DOC-2024-00016;2024-10-14;USD;57569.06;TRANSFERENCIA;
COB-001412;DOC-2024-01692;2024-10-14;CLP;1437933;TRANSFERENCIA;
COB-001430;DOC-2024-01317;2024-10-14;CLP;3611016;TRANSFERENCIA;
COB-001446;DOC-2024-00233;2024-10-14;USD;36809.27;CHEQUE;
COB-001463;DOC-2024-01418;2024-10-14;CLP;642748;CHEQUE;
COB-001465;DOC-2024-01707;2024-10-14;CLP;42385863;TRANSFERENCIA;
COB-001503;DOC-2024-01335;2024-10-14;CLP;5319604;CHEQUE;
COB-001511;DOC-2024-00368;2024-10-14;USD;33599.71;TRANSFERENCIA;
COB-001521;DOC-2024-01382;2024-10-14;CLP;8992957;TRANSFERENCIA;
COB-001560;DOC-2024-01919;2024-10-14;CLP;6274388;TRANSFERENCIA;
COB-001695;DOC-2024-00416;2024-10-14;CLP;7222913;CHEQUE;
COB-001697;DOC-2024-00487;2024-10-14;CLP;3374779;TRANSFERENCIA;
COB-001733;DOC-2024-00339;2024-10-14;USD;175912.36;FACTORING;FCT-2024-0053
COB-001769;DOC-2024-00017;2024-10-14;USD;74082.76;FACTORING;FCT-2024-0055
COB-001065;DOC-2024-00931;2024-10-15;CLP;6413581;TRANSFERENCIA;
COB-001237;DOC-2024-01242;2024-10-15;CLP;4324933;TRANSFERENCIA;
COB-001291;DOC-2024-00332;2024-10-15;USD;30051.16;TRANSFERENCIA;
COB-001311;DOC-2024-01568;2024-10-15;CLP;4268636;CHEQUE;
COB-001313;DOC-2024-00133;2024-10-15;USD;23948.39;TRANSFERENCIA;
COB-001455;DOC-2024-00489;2024-10-15;CLP;6609916;TRANSFERENCIA;
COB-001578;DOC-2024-01849;2024-10-15;CLP;34961283;TRANSFERENCIA;
COB-001587;DOC-2024-00643;2024-10-15;CLP;10752895;TRANSFERENCIA;
COB-001728;DOC-2024-00086;2024-10-15;CLP;16742409;FACTORING;FCT-2024-0052
COB-000837;DOC-2024-01522;2024-10-16;CLP;4375784;TRANSFERENCIA;
COB-001064;DOC-2024-00920;2024-10-16;CLP;13825056;TRANSFERENCIA;
COB-001406;DOC-2024-00906;2024-10-16;CLP;6180532;COMPENSACION;
COB-001426;DOC-2024-00805;2024-10-16;CLP;887451;TRANSFERENCIA;
COB-001473;DOC-2024-01672;2024-10-16;CLP;5455830;TRANSFERENCIA;
