fecha;moneda;tipo_cambio_clp;tipo_publicacion
2024-11-05;CLP;1.00;OBSERVADO
2024-11-06;USD;890.88;OBSERVADO
2024-11-06;CLP;1.00;OBSERVADO
2024-11-07;USD;889.36;OBSERVADO
2024-11-07;CLP;1.00;OBSERVADO
2024-11-08;USD;888.32;OBSERVADO
2024-11-08;CLP;1.00;OBSERVADO
2024-11-09;USD;888.32;ARRASTRE
2024-11-09;CLP;1.00;ARRASTRE
2024-11-10;USD;888.32;ARRASTRE
2024-11-10;CLP;1.00;ARRASTRE
2024-11-11;USD;890.56;OBSERVADO
2024-11-11;CLP;1.00;OBSERVADO
2024-11-12;USD;892.36;OBSERVADO
2024-11-12;CLP;1.00;OBSERVADO
2024-11-13;USD;896.05;OBSERVADO
2024-11-13;CLP;1.00;OBSERVADO
2024-11-14;USD;889.08;OBSERVADO
2024-11-14;CLP;1.00;OBSERVADO
2024-11-15;USD;889.13;OBSERVADO
2024-11-15;CLP;1.00;OBSERVADO
2024-11-16;USD;889.13;ARRASTRE
2024-11-16;CLP;1.00;ARRASTRE
2024-11-17;USD;889.13;ARRASTRE
2024-11-17;CLP;1.00;ARRASTRE
2024-11-18;USD;889.74;OBSERVADO
2024-11-18;CLP;1.00;OBSERVADO
2024-11-19;USD;892.58;OBSERVADO
2024-11-19;CLP;1.00;OBSERVADO
2024-11-20;USD;894.01;OBSERVADO
2024-11-20;CLP;1.00;OBSERVADO
2024-11-21;USD;895.82;OBSERVADO
2024-11-21;CLP;1.00;OBSERVADO
2024-11-22;USD;892.56;OBSERVADO
2024-11-22;CLP;1.00;OBSERVADO
2024-11-23;USD;892.56;ARRASTRE
2024-11-23;CLP;1.00;ARRASTRE
2024-11-24;USD;892.56;ARRASTRE
2024-11-24;CLP;1.00;ARRASTRE
2024-11-25;USD;890.18;OBSERVADO
2024-11-25;CLP;1.00;OBSERVADO
2024-11-26;USD;891.75;OBSERVADO
2024-11-26;CLP;1.00;OBSERVADO
2024-11-27;USD;892.63;OBSERVADO
2024-11-27;CLP;1.00;OBSERVADO
2024-11-28;USD;892.38;OBSERVADO
2024-11-28;CLP;1.00;OBSERVADO
2024-11-29;USD;890.16;OBSERVADO
2024-11-29;CLP;1.00;OBSERVADO
2024-11-30;USD;890.16;ARRASTRE
2024-11-30;CLP;1.00;ARRASTRE
2024-12-01;USD;890.16;ARRASTRE
2024-12-01;CLP;1.00;ARRASTRE
2024-12-02;USD;895.12;OBSERVADO
2024-12-02;CLP;1.00;OBSERVADO
2024-12-03;USD;894.32;OBSERVADO
2024-12-03;CLP;1.00;OBSERVADO
2024-12-04;USD;889.62;OBSERVADO
2024-12-04;CLP;1.00;OBSERVADO
2024-12-05;USD;891.90;OBSERVADO
2024-12-05;CLP;1.00;OBSERVADO
2024-12-06;USD;891.12;OBSERVADO
2024-12-06;CLP;1.00;OBSERVADO
2024-12-07;USD;891.12;ARRASTRE
2024-12-07;CLP;1.00;ARRASTRE
2024-12-08;USD;891.12;ARRASTRE
2024-12-08;CLP;1.00;ARRASTRE
2024-12-09;USD;895.14;OBSERVADO
2024-12-09;CLP;1.00;OBSERVADO
2024-12-10;USD;894.29;OBSERVADO
2024-12-10;CLP;1.00;OBSERVADO
2024-12-11;USD;885.61;OBSERVADO
2024-12-11;CLP;1.00;OBSERVADO
2024-12-12;USD;878.58;OBSERVADO
2024-12-12;CLP;1.00;OBSERVADO
2024-12-13;USD;872.48;OBSERVADO
2024-12-13;CLP;1.00;OBSERVADO
2024-12-14;USD;872.48;ARRASTRE
2024-12-14;CLP;1.00;ARRASTRE
2024-12-15;USD;872.48;ARRASTRE
2024-12-15;CLP;1.00;ARRASTRE
2024-12-16;USD;874.66;OBSERVADO
2024-12-16;CLP;1.00;OBSERVADO
2024-12-17;USD;868.67;OBSERVADO
2024-12-17;CLP;1.00;OBSERVADO
2024-12-18;USD;871.25;OBSERVADO
2024-12-18;CLP;1.00;OBSERVADO
2024-12-19;USD;877.38;OBSERVADO
2024-12-19;CLP;1.00;OBSERVADO
2024-12-20;USD;879.72;OBSERVADO
2024-12-20;CLP;1.00;OBSERVADO
2024-12-21;USD;879.72;ARRASTRE
2024-12-21;CLP;1.00;ARRASTRE
2024-12-22;USD;879.72;ARRASTRE
2024-12-22;CLP;1.00;ARRASTRE
2024-12-23;USD;880.00;OBSERVADO
2024-12-23;CLP;1.00;OBSERVADO
2024-12-24;USD;875.01;OBSERVADO
2024-12-24;CLP;1.00;OBSERVADO
2024-12-25;USD;875.01;ARRASTRE
2024-12-25;CLP;1.00;ARRASTRE
2024-12-26;USD;879.52;OBSERVADO
2024-12-26;CLP;1.00;OBSERVADO
2024-12-27;USD;874.56;OBSERVADO
2024-12-27;CLP;1.00;OBSERVADO
2024-12-28;USD;874.56;ARRASTRE
2024-12-28;CLP;1.00;ARRASTRE
2024-12-29;USD;874.56;ARRASTRE
2024-12-29;CLP;1.00;ARRASTRE
2024-12-30;USD;872.98;OBSERVADO
2024-12-30;CLP;1.00;OBSERVADO
2024-12-31;USD;872.85;OBSERVADO
2024-12-31;CLP;1.00;OBSERVADO
2025-01-01;USD;872.85;ARRASTRE
2025-01-01;CLP;1.00;ARRASTRE
2025-01-02;USD;872.58;OBSERVADO
2025-01-02;CLP;1.00;OBSERVADO
2025-01-03;USD;872.32;OBSERVADO
2025-01-03;CLP;1.00;OBSERVADO
2025-01-04;USD;872.32;ARRASTRE
2025-01-04;CLP;1.00;ARRASTRE
2025-01-05;USD;872.32;ARRASTRE
2025-01-05;CLP;1.00;ARRASTRE
2025-01-06;USD;875.50;OBSERVADO
2025-01-06;CLP;1.00;OBSERVADO
2025-01-07;USD;876.76;OBSERVADO
2025-01-07;CLP;1.00;OBSERVADO
2025-01-08;USD;874.35;OBSERVADO
2025-01-08;CLP;1.00;OBSERVADO
2025-01-09;USD;870.98;OBSERVADO
2025-01-09;CLP;1.00;OBSERVADO
2025-01-10;USD;872.03;OBSERVADO
2025-01-10;CLP;1.00;OBSERVADO
2025-01-11;USD;872.03;ARRASTRE
2025-01-11;CLP;1.00;ARRASTRE
2025-01-12;USD;872.03;ARRASTRE
2025-01-12;CLP;1.00;ARRASTRE
2025-01-13;USD;871.13;OBSERVADO
2025-01-13;CLP;1.00;OBSERVADO
2025-01-14;USD;870.52;OBSERVADO
2025-01-14;CLP;1.00;OBSERVADO
2025-01-15;USD;867.65;OBSERVADO
2025-01-15;CLP;1.00;OBSERVADO
2025-01-16;USD;869.66;OBSERVADO
2025-01-16;CLP;1.00;OBSERVADO
2025-01-17;USD;864.61;OBSERVADO
2025-01-17;CLP;1.00;OBSERVADO
2025-01-18;USD;864.61;ARRASTRE
2025-01-18;CLP;1.00;ARRASTRE
2025-01-19;USD;864.61;ARRASTRE
2025-01-19;CLP;1.00;ARRASTRE
2025-01-20;USD;866.14;OBSERVADO
2025-01-20;CLP;1.00;OBSERVADO
2025-01-21;USD;865.45;OBSERVADO
2025-01-21;CLP;1.00;OBSERVADO
2025-01-22;USD;862.92;OBSERVADO
2025-01-22;CLP;1.00;OBSERVADO
2025-01-23;USD;860.35;OBSERVADO
2025-01-23;CLP;1.00;OBSERVADO
2025-01-24;USD;862.03;OBSERVADO
2025-01-24;CLP;1.00;OBSERVADO
2025-01-25;USD;862.03;ARRASTRE
2025-01-25;CLP;1.00;ARRASTRE
2025-01-26;USD;862.03;ARRASTRE
2025-01-26;CLP;1.00;ARRASTRE
2025-01-27;USD;860.17;OBSERVADO
2025-01-27;CLP;1.00;OBSERVADO
2025-01-28;USD;857.81;OBSERVADO
2025-01-28;CLP;1.00;OBSERVADO
2025-01-29;USD;864.62;OBSERVADO
2025-01-29;CLP;1.00;OBSERVADO
2025-01-30;USD;866.69;OBSERVADO
2025-01-30;CLP;1.00;OBSERVADO
2025-01-31;USD;863.01;OBSERVADO
2025-01-31;CLP;1.00;OBSERVADO
2025-02-01;USD;863.01;ARRASTRE
2025-02-01;CLP;1.00;ARRASTRE
2025-02-02;USD;863.01;ARRASTRE
2025-02-02;CLP;1.00;ARRASTRE
2025-02-03;USD;862.88;OBSERVADO
2025-02-03;CLP;1.00;OBSERVADO
2025-02-04;USD;870.21;OBSERVADO
2025-02-04;CLP;1.00;OBSERVADO
2025-02-05;USD;872.50;OBSERVADO
2025-02-05;CLP;1.00;OBSERVADO
2025-02-06;USD;875.14;OBSERVADO
2025-02-06;CLP;1.00;OBSERVADO
2025-02-07;USD;874.21;OBSERVADO
2025-02-07;CLP;1.00;OBSERVADO
2025-02-08;USD;874.21;ARRASTRE
2025-02-08;CLP;1.00;ARRASTRE
2025-02-09;USD;874.21;ARRASTRE
2025-02-09;CLP;1.00;ARRASTRE
2025-02-10;USD;871.18;OBSERVADO
2025-02-10;CLP;1.00;OBSERVADO
2025-02-11;USD;870.34;OBSERVADO
2025-02-11;CLP;1.00;OBSERVADO
2025-02-12;USD;873.01;OBSERVADO
2025-02-12;CLP;1.00;OBSERVADO
2025-02-13;USD;873.89;OBSERVADO
2025-02-13;CLP;1.00;OBSERVADO
2025-02-14;USD;880.09;OBSERVADO
2025-02-14;CLP;1.00;OBSERVADO
2025-02-15;USD;880.09;ARRASTRE
2025-02-15;CLP;1.00;ARRASTRE
2025-02-16;USD;880.09;ARRASTRE
2025-02-16;CLP;1.00;ARRASTRE
2025-02-17;USD;883.50;OBSERVADO
2025-02-17;CLP;1.00;OBSERVADO
2025-02-18;USD;886.63;OBSERVADO
2025-02-18;CLP;1.00;OBSERVADO
2025-02-19;USD;886.06;OBSERVADO
2025-02-19;CLP;1.00;OBSERVADO
2025-02-20;USD;887.05;OBSERVADO
2025-02-20;CLP;1.00;OBSERVADO
2025-02-21;USD;889.00;OBSERVADO
2025-02-21;CLP;1.00;OBSERVADO
2025-02-22;USD;889.00;ARRASTRE
2025-02-22;CLP;1.00;ARRASTRE
2025-02-23;USD;889.00;ARRASTRE
2025-02-23;CLP;1.00;ARRASTRE
2025-02-24;USD;889.02;OBSERVADO
2025-02-24;CLP;1.00;OBSERVADO
2025-02-25;USD;886.61;OBSERVADO
2025-02-25;CLP;1.00;OBSERVADO
2025-02-26;USD;889.77;OBSERVADO
2025-02-26;CLP;1.00;OBSERVADO
2025-02-27;USD;894.03;OBSERVADO
2025-02-27;CLP;1.00;OBSERVADO
2025-02-28;USD;894.50;OBSERVADO
2025-02-28;CLP;1.00;OBSERVADO
2025-03-01;USD;894.50;ARRASTRE
2025-03-01;CLP;1.00;ARRASTRE
2025-03-02;USD;894.50;ARRASTRE
2025-03-02;CLP;1.00;ARRASTRE
2025-03-03;USD;903.36;OBSERVADO
2025-03-03;CLP;1.00;OBSERVADO
2025-03-04;USD;904.10;OBSERVADO
2025-03-04;CLP;1.00;OBSERVADO
2025-03-05;USD;905.16;OBSERVADO
2025-03-05;CLP;1.00;OBSERVADO
2025-03-06;USD;907.00;OBSERVADO
2025-03-06;CLP;1.00;OBSERVADO
2025-03-07;USD;904.78;OBSERVADO
2025-03-07;CLP;1.00;OBSERVADO
2025-03-08;USD;904.78;ARRASTRE
2025-03-08;CLP;1.00;ARRASTRE
2025-03-09;USD;904.78;ARRASTRE
2025-03-09;CLP;1.00;ARRASTRE
2025-03-10;USD;904.87;OBSERVADO
2025-03-10;CLP;1.00;OBSERVADO
2025-03-11;USD;900.71;OBSERVADO
2025-03-11;CLP;1.00;OBSERVADO
2025-03-12;USD;900.99;OBSERVADO
2025-03-12;CLP;1.00;OBSERVADO
2025-03-13;USD;898.62;OBSERVADO
2025-03-13;CLP;1.00;OBSERVADO
2025-03-14;USD;897.70;OBSERVADO
2025-03-14;CLP;1.00;OBSERVADO
2025-03-15;USD;897.70;ARRASTRE
2025-03-15;CLP;1.00;ARRASTRE
2025-03-16;USD;897.70;ARRASTRE
2025-03-16;CLP;1.00;ARRASTRE
2025-03-17;USD;904.95;OBSERVADO
2025-03-17;CLP;1.00;OBSERVADO
2025-03-18;USD;904.33;OBSERVADO
2025-03-18;CLP;1.00;OBSERVADO
2025-03-19;USD;901.24;OBSERVADO
2025-03-19;CLP;1.00;OBSERVADO
2025-03-20;USD;900.03;OBSERVADO
2025-03-20;CLP;1.00;OBSERVADO
2025-03-21;USD;904.51;OBSERVADO
2025-03-21;CLP;1.00;OBSERVADO
2025-03-22;USD;904.51;ARRASTRE
2025-03-22;CLP;1.00;ARRASTRE
2025-03-23;USD;904.51;ARRASTRE
2025-03-23;CLP;1.00;ARRASTRE
2025-03-24;USD;916.80;OBSERVADO
2025-03-24;CLP;1.00;OBSERVADO
2025-03-25;USD;917.72;OBSERVADO
2025-03-25;CLP;1.00;OBSERVADO
2025-03-26;USD;917.06;OBSERVADO
2025-03-26;CLP;1.00;OBSERVADO
2025-03-27;USD;921.42;OBSERVADO
2025-03-27;CLP;1.00;OBSERVADO
2025-03-28;USD;916.45;OBSERVADO
2025-03-28;CLP;1.00;OBSERVADO
2025-03-29;USD;916.45;ARRASTRE
2025-03-29;CLP;1.00;ARRASTRE
2025-03-30;USD;916.45;ARRASTRE
2025-03-30;CLP;1.00;ARRASTRE
2025-03-31;USD;917.54;OBSERVADO
2025-03-31;CLP;1.00;OBSERVADO
2025-04-01;USD;918.11;OBSERVADO
2025-04-01;CLP;1.00;OBSERVADO
2025-04-02;USD;915.46;OBSERVADO
2025-04-02;CLP;1.00;OBSERVADO
2025-04-03;USD;915.64;OBSERVADO
2025-04-03;CLP;1.00;OBSERVADO
2025-04-04;USD;910.21;OBSERVADO
2025-04-04;CLP;1.00;OBSERVADO
2025-04-05;USD;910.21;ARRASTRE
2025-04-05;CLP;1.00;ARRASTRE
2025-04-06;USD;910.21;ARRASTRE
2025-04-06;CLP;1.00;ARRASTRE
2025-04-07;USD;917.22;OBSERVADO
2025-04-07;CLP;1.00;OBSERVADO
2025-04-08;USD;920.45;OBSERVADO
2025-04-08;CLP;1.00;OBSERVADO
2025-04-09;USD;917.84;OBSERVADO
2025-04-09;CLP;1.00;OBSERVADO
2025-04-10;USD;915.99;OBSERVADO
2025-04-10;CLP;1.00;OBSERVADO
2025-04-11;USD;915.63;OBSERVADO
2025-04-11;CLP;1.00;OBSERVADO
2025-04-12;USD;915.63;ARRASTRE
2025-04-12;CLP;1.00;ARRASTRE
2025-04-13;USD;915.63;ARRASTRE
2025-04-13;CLP;1.00;ARRASTRE
2025-04-14;USD;916.91;OBSERVADO
2025-04-14;CLP;1.00;OBSERVADO
2025-04-15;USD;922.03;OBSERVADO
2025-04-15;CLP;1.00;OBSERVADO
2025-04-16;USD;919.98;OBSERVADO
2025-04-16;CLP;1.00;OBSERVADO
2025-04-17;USD;924.86;OBSERVADO
2025-04-17;CLP;1.00;OBSERVADO
2025-04-18;USD;924.86;ARRASTRE
2025-04-18;CLP;1.00;ARRASTRE
2025-04-19;USD;924.86;ARRASTRE
2025-04-19;CLP;1.00;ARRASTRE
2025-04-20;USD;924.86;ARRASTRE
2025-04-20;CLP;1.00;ARRASTRE
2025-04-21;USD;923.70;OBSERVADO
2025-04-21;CLP;1.00;OBSERVADO
2025-04-22;USD;920.72;OBSERVADO
2025-04-22;CLP;1.00;OBSERVADO
2025-04-23;USD;923.51;OBSERVADO
2025-04-23;CLP;1.00;OBSERVADO
2025-04-24;USD;919.59;OBSERVADO
2025-04-24;CLP;1.00;OBSERVADO
2025-04-25;USD;915.80;OBSERVADO
2025-04-25;CLP;1.00;OBSERVADO
2025-04-26;USD;915.80;ARRASTRE
2025-04-26;CLP;1.00;ARRASTRE
2025-04-27;USD;915.80;ARRASTRE
2025-04-27;CLP;1.00;ARRASTRE
2025-04-28;USD;916.35;OBSERVADO
2025-04-28;CLP;1.00;OBSERVADO
2025-04-29;USD;907.41;OBSERVADO
2025-04-29;CLP;1.00;OBSERVADO
2025-04-30;USD;910.84;OBSERVADO
2025-04-30;CLP;1.00;OBSERVADO
2025-05-01;USD;910.84;ARRASTRE
2025-05-01;CLP;1.00;ARRASTRE
2025-05-02;USD;911.06;OBSERVADO
2025-05-02;CLP;1.00;OBSERVADO
2025-05-03;USD;911.06;ARRASTRE
2025-05-03;CLP;1.00;ARRASTRE
2025-05-04;USD;911.06;ARRASTRE
2025-05-04;CLP;1.00;ARRASTRE
2025-05-05;USD;913.51;OBSERVADO
2025-05-05;CLP;1.00;OBSERVADO
2025-05-06;USD;915.20;OBSERVADO
2025-05-06;CLP;1.00;OBSERVADO
2025-05-07;USD;907.08;OBSERVADO
2025-05-07;CLP;1.00;OBSERVADO
2025-05-08;USD;917.32;OBSERVADO
2025-05-08;CLP;1.00;OBSERVADO
2025-05-09;USD;919.25;OBSERVADO
2025-05-09;CLP;1.00;OBSERVADO
2025-05-10;USD;919.25;ARRASTRE
2025-05-10;CLP;1.00;ARRASTRE
2025-05-11;USD;919.25;ARRASTRE
2025-05-11;CLP;1.00;ARRASTRE
2025-05-12;USD;911.76;OBSERVADO
2025-05-12;CLP;1.00;OBSERVADO
2025-05-13;USD;914.09;OBSERVADO
2025-05-13;CLP;1.00;OBSERVADO
2025-05-14;USD;913.33;OBSERVADO
2025-05-14;CLP;1.00;OBSERVADO
2025-05-15;USD;913.50;OBSERVADO
2025-05-15;CLP;1.00;OBSERVADO
2025-05-16;USD;908.66;OBSERVADO
2025-05-16;CLP;1.00;OBSERVADO
2025-05-17;USD;908.66;ARRASTRE
2025-05-17;CLP;1.00;ARRASTRE
2025-05-18;USD;908.66;ARRASTRE
2025-05-18;CLP;1.00;ARRASTRE
2025-05-19;USD;906.94;OBSERVADO
2025-05-19;CLP;1.00;OBSERVADO
2025-05-20;USD;907.23;OBSERVADO
2025-05-20;CLP;1.00;OBSERVADO
2025-05-21;USD;907.23;ARRASTRE
2025-05-21;CLP;1.00;ARRASTRE
2025-05-22;USD;905.41;OBSERVADO
2025-05-22;CLP;1.00;OBSERVADO
2025-05-23;USD;908.06;OBSERVADO
2025-05-23;CLP;1.00;OBSERVADO
2025-05-24;USD;908.06;ARRASTRE
2025-05-24;CLP;1.00;ARRASTRE
2025-05-25;USD;908.06;ARRASTRE
2025-05-25;CLP;1.00;ARRASTRE
2025-05-26;USD;906.89;OBSERVADO
2025-05-26;CLP;1.00;OBSERVADO
2025-05-27;USD;899.95;OBSERVADO
2025-05-27;CLP;1.00;OBSERVADO
2025-05-28;USD;900.14;OBSERVADO
2025-05-28;CLP;1.00;OBSERVADO
2025-05-29;USD;907.16;OBSERVADO
2025-05-29;CLP;1.00;OBSERVADO
2025-05-30;USD;900.21;OBSERVADO
2025-05-30;CLP;1.00;OBSERVADO
2025-05-31;USD;900.21;ARRASTRE
2025-05-31;CLP;1.00;ARRASTRE
2025-06-01;USD;900.21;ARRASTRE
2025-06-01;CLP;1.00;ARRASTRE
2025-06-02;USD;900.90;OBSERVADO
2025-06-02;CLP;1.00;OBSERVADO
2025-06-03;USD;901.97;OBSERVADO
2025-06-03;CLP;1.00;OBSERVADO
2025-06-04;USD;904.33;OBSERVADO
2025-06-04;CLP;1.00;OBSERVADO
2025-06-05;USD;898.73;OBSERVADO
2025-06-05;CLP;1.00;OBSERVADO
2025-06-06;USD;904.28;OBSERVADO
2025-06-06;CLP;1.00;OBSERVADO
2025-06-07;USD;904.28;ARRASTRE
2025-06-07;CLP;1.00;ARRASTRE
2025-06-08;USD;904.28;ARRASTRE
2025-06-08;CLP;1.00;ARRASTRE
2025-06-09;USD;907.96;OBSERVADO
2025-06-09;CLP;1.00;OBSERVADO
2025-06-10;USD;909.32;OBSERVADO
2025-06-10;CLP;1.00;OBSERVADO
2025-06-11;USD;917.49;OBSERVADO
2025-06-11;CLP;1.00;OBSERVADO
2025-06-12;USD;917.86;OBSERVADO
2025-06-12;CLP;1.00;OBSERVADO
2025-06-13;USD;920.83;OBSERVADO
2025-06-13;CLP;1.00;OBSERVADO
2025-06-14;USD;920.83;ARRASTRE
2025-06-14;CLP;1.00;ARRASTRE
2025-06-15;USD;920.83;ARRASTRE
2025-06-15;CLP;1.00;ARRASTRE
2025-06-16;USD;922.37;OBSERVADO
2025-06-16;CLP;1.00;OBSERVADO
2025-06-17;USD;922.64;OBSERVADO
2025-06-17;CLP;1.00;OBSERVADO
2025-06-18;USD;916.84;OBSERVADO
2025-06-18;CLP;1.00;OBSERVADO
2025-06-19;USD;916.32;OBSERVADO
2025-06-19;CLP;1.00;OBSERVADO
2025-06-20;USD;916.32;ARRASTRE
2025-06-20;CLP;1.00;ARRASTRE
2025-06-21;USD;916.32;ARRASTRE
2025-06-21;CLP;1.00;ARRASTRE
2025-06-22;USD;916.32;ARRASTRE
2025-06-22;CLP;1.00;ARRASTRE
2025-06-23;USD;917.38;OBSERVADO
2025-06-23;CLP;1.00;OBSERVADO
2025-06-24;USD;921.16;OBSERVADO
2025-06-24;CLP;1.00;OBSERVADO
2025-06-25;USD;921.70;OBSERVADO
2025-06-25;CLP;1.00;OBSERVADO
2025-06-26;USD;922.48;OBSERVADO
2025-06-26;CLP;1.00;OBSERVADO
2025-06-27;USD;919.41;OBSERVADO
2025-06-27;CLP;1.00;OBSERVADO
2025-06-28;USD;919.41;ARRASTRE
2025-06-28;CLP;1.00;ARRASTRE
2025-06-29;USD;919.41;ARRASTRE
2025-06-29;CLP;1.00;ARRASTRE
2025-06-30;USD;919.70;OBSERVADO
2025-06-30;CLP;1.00;OBSERVADO
2025-07-01;USD;926.24;OBSERVADO
2025-07-01;CLP;1.00;OBSERVADO
2025-07-02;USD;932.04;OBSERVADO
2025-07-02;CLP;1.00;OBSERVADO
2025-07-03;USD;932.26;OBSERVADO
2025-07-03;CLP;1.00;OBSERVADO
2025-07-04;USD;932.32;OBSERVADO
2025-07-04;CLP;1.00;OBSERVADO
2025-07-05;USD;932.32;ARRASTRE
2025-07-05;CLP;1.00;ARRASTRE
2025-07-06;USD;932.32;ARRASTRE
2025-07-06;CLP;1.00;ARRASTRE
2025-07-07;USD;935.27;OBSERVADO
2025-07-07;CLP;1.00;OBSERVADO
2025-07-08;USD;937.40;OBSERVADO
2025-07-08;CLP;1.00;OBSERVADO
2025-07-09;USD;938.75;OBSERVADO
2025-07-09;CLP;1.00;OBSERVADO
2025-07-10;USD;938.32;OBSERVADO
2025-07-10;CLP;1.00;OBSERVADO
2025-07-11;USD;935.41;OBSERVADO
2025-07-11;CLP;1.00;OBSERVADO
2025-07-12;USD;935.41;ARRASTRE
2025-07-12;CLP;1.00;ARRASTRE
2025-07-13;USD;935.41;ARRASTRE
2025-07-13;CLP;1.00;ARRASTRE
2025-07-14;USD;937.02;OBSERVADO
2025-07-14;CLP;1.00;OBSERVADO
2025-07-15;USD;945.03;OBSERVADO
2025-07-15;CLP;1.00;OBSERVADO
2025-07-16;USD;945.03;ARRASTRE
2025-07-16;CLP;1.00;ARRASTRE
2025-07-17;USD;942.56;OBSERVADO
2025-07-17;CLP;1.00;OBSERVADO
2025-07-18;USD;945.02;OBSERVADO
2025-07-18;CLP;1.00;OBSERVADO
2025-07-19;USD;945.02;ARRASTRE
2025-07-19;CLP;1.00;ARRASTRE
2025-07-20;USD;945.02;ARRASTRE
2025-07-20;CLP;1.00;ARRASTRE
2025-07-21;USD;943.81;OBSERVADO
2025-07-21;CLP;1.00;OBSERVADO
2025-07-22;USD;938.68;OBSERVADO
2025-07-22;CLP;1.00;OBSERVADO
2025-07-23;USD;942.62;OBSERVADO
2025-07-23;CLP;1.00;OBSERVADO
2025-07-24;USD;944.84;OBSERVADO
2025-07-24;CLP;1.00;OBSERVADO
2025-07-25;USD;939.08;OBSERVADO
2025-07-25;CLP;1.00;OBSERVADO
2025-07-26;USD;939.08;ARRASTRE
2025-07-26;CLP;1.00;ARRASTRE
2025-07-27;USD;939.08;ARRASTRE
2025-07-27;CLP;1.00;ARRASTRE
2025-07-28;USD;940.27;OBSERVADO
2025-07-28;CLP;1.00;OBSERVADO
2025-07-29;USD;938.40;OBSERVADO
2025-07-29;CLP;1.00;OBSERVADO
2025-07-30;USD;928.37;OBSERVADO
2025-07-30;CLP;1.00;OBSERVADO
2025-07-31;USD;929.87;OBSERVADO
2025-07-31;CLP;1.00;OBSERVADO
2025-08-01;USD;927.46;OBSERVADO
2025-08-01;CLP;1.00;OBSERVADO
2025-08-02;USD;927.46;ARRASTRE
2025-08-02;CLP;1.00;ARRASTRE
2025-08-03;USD;927.46;ARRASTRE
2025-08-03;CLP;1.00;ARRASTRE
2025-08-04;USD;924.40;OBSERVADO
2025-08-04;CLP;1.00;OBSERVADO
2025-08-05;USD;920.27;OBSERVADO
2025-08-05;CLP;1.00;OBSERVADO
2025-08-06;USD;914.61;OBSERVADO
2025-08-06;CLP;1.00;OBSERVADO
2025-08-07;USD;907.05;OBSERVADO
2025-08-07;CLP;1.00;OBSERVADO
2025-08-08;USD;905.74;OBSERVADO
2025-08-08;CLP;1.00;OBSERVADO
2025-08-09;USD;905.74;ARRASTRE
2025-08-09;CLP;1.00;ARRASTRE
2025-08-10;USD;905.74;ARRASTRE
2025-08-10;CLP;1.00;ARRASTRE
2025-08-11;USD;898.92;OBSERVADO
2025-08-11;CLP;1.00;OBSERVADO
2025-08-12;USD;897.61;OBSERVADO
2025-08-12;CLP;1.00;OBSERVADO
2025-08-13;USD;905.58;OBSERVADO
2025-08-13;CLP;1.00;OBSERVADO
2025-08-14;USD;898.27;OBSERVADO
2025-08-14;CLP;1.00;OBSERVADO
2025-08-15;USD;898.27;ARRASTRE
2025-08-15;CLP;1.00;ARRASTRE
2025-08-16;USD;898.27;ARRASTRE
2025-08-16;CLP;1.00;ARRASTRE
2025-08-17;USD;898.27;ARRASTRE
2025-08-17;CLP;1.00;ARRASTRE
2025-08-18;USD;902.78;OBSERVADO
2025-08-18;CLP;1.00;OBSERVADO
2025-08-19;USD;909.48;OBSERVADO
2025-08-19;CLP;1.00;OBSERVADO
2025-08-20;USD;903.15;OBSERVADO
2025-08-20;CLP;1.00;OBSERVADO
2025-08-21;USD;909.85;OBSERVADO
2025-08-21;CLP;1.00;OBSERVADO
2025-08-22;USD;911.28;OBSERVADO
2025-08-22;CLP;1.00;OBSERVADO
2025-08-23;USD;911.28;ARRASTRE
2025-08-23;CLP;1.00;ARRASTRE
2025-08-24;USD;911.28;ARRASTRE
2025-08-24;CLP;1.00;ARRASTRE
2025-08-25;USD;910.70;OBSERVADO
2025-08-25;CLP;1.00;OBSERVADO
2025-08-26;USD;919.82;OBSERVADO
2025-08-26;CLP;1.00;OBSERVADO
2025-08-27;USD;917.17;OBSERVADO
2025-08-27;CLP;1.00;OBSERVADO
2025-08-28;USD;909.91;OBSERVADO
2025-08-28;CLP;1.00;OBSERVADO
2025-08-29;USD;908.86;OBSERVADO
2025-08-29;CLP;1.00;OBSERVADO
2025-08-30;USD;908.86;ARRASTRE
2025-08-30;CLP;1.00;ARRASTRE
2025-08-31;USD;908.86;ARRASTRE
2025-08-31;CLP;1.00;ARRASTRE
2025-09-01;USD;906.87;OBSERVADO
2025-09-01;CLP;1.00;OBSERVADO
2025-09-02;USD;905.63;OBSERVADO
2025-09-02;CLP;1.00;OBSERVADO
2025-09-03;USD;907.39;OBSERVADO
2025-09-03;CLP;1.00;OBSERVADO
2025-09-04;USD;910.36;OBSERVADO
2025-09-04;CLP;1.00;OBSERVADO
2025-09-05;USD;913.76;OBSERVADO
2025-09-05;CLP;1.00;OBSERVADO
2025-09-06;USD;913.76;ARRASTRE
2025-09-06;CLP;1.00;ARRASTRE
2025-09-07;USD;913.76;ARRASTRE
2025-09-07;CLP;1.00;ARRASTRE
2025-09-08;USD;912.09;OBSERVADO
2025-09-08;CLP;1.00;OBSERVADO
2025-09-09;USD;916.87;OBSERVADO
2025-09-09;CLP;1.00;OBSERVADO
2025-09-10;USD;912.23;OBSERVADO
2025-09-10;CLP;1.00;OBSERVADO
2025-09-11;USD;912.33;OBSERVADO
